DATE,TIME,当日実績(万kW),
2019/05/03,00:00,71,
2019/05/03,01:00,68,
2019/05/03,02:00,68,
2019/05/03,03:00,71,
2019/05/03,04:00,71,
2019/05/03,05:00,71,
2019/05/03,06:00,68,
2019/05/03,07:00,70,
2019/05/03,08:00,76,
2019/05/03,09:00,79,
2019/05/03,10:00,82,
2019/05/03,11:00,82,
2019/05/03,12:00,81,
2019/05/03,13:00,83,
2019/05/03,14:00,82,
2019/05/03,15:00,84,
2019/05/03,16:00,83,
2019/05/03,17:00,83,
2019/05/03,18:00,85,
2019/05/03,19:00,88,
2019/05/03,20:00,87,
2019/05/03,21:00,83,
2019/05/03,22:00,79,
2019/05/03,23:00,74,
