DATE,TIME,当日実績(万kW),
2019/5/31,0:00,265,
2019/5/31,1:00,266,
2019/5/31,2:00,284,
2019/5/31,3:00,298,
2019/5/31,4:00,297,
2019/5/31,5:00,283,
2019/5/31,6:00,278,
2019/5/31,7:00,286,
2019/5/31,8:00,318,
2019/5/31,9:00,341,
2019/5/31,10:00,348,
2019/5/31,11:00,348,
2019/5/31,12:00,328,
2019/5/31,13:00,343,
2019/5/31,14:00,345,
2019/5/31,15:00,340,
2019/5/31,16:00,335,
2019/5/31,17:00,320,
2019/5/31,18:00,313,
2019/5/31,19:00,307,
2019/5/31,20:00,297,
2019/5/31,21:00,284,
2019/5/31,22:00,275,
2019/5/31,23:00,264,
